expriment_name,metric,step,value
b4_reuse_n11_int7,eval/miou_1.0_class_other-ground,196372.0,0.2003757208585739
b4_reuse_n11_int7,eval/miou_1.0_class_other-ground,202091.0,0.19938553869724274
b4_reuse_n11_int7,eval/miou_1.0_class_other-ground,207875.0,0.199625164270401
b4_reuse_n11_int7,eval/miou_1.0_class_other-ground,213530.0,0.20200185477733612
b4_reuse_n11_int7,eval/miou_1.0_class_other-ground,219257.0,0.20423410832881927
b4_reuse_n11_int7,eval/miou_1.0_class_other-ground,225040.0,0.20340648293495178
b4_reuse_n11_int7,eval/miou_1.0_class_building,176528.0,0.7475512623786926
b4_reuse_n11_int7,eval/miou_1.0_class_building,181987.0,0.7469378113746643
b4_reuse_n11_int7,eval/miou_1.0_class_building,185608.0,0.7457101941108704
b4_reuse_n11_int7,eval/miou_1.0_class_building,190655.0,0.7346738576889038
b4_reuse_n11_int7,eval/miou_1.0_class_building,196372.0,0.7533254623413086
b4_reuse_n11_int7,eval/miou_1.0_class_building,202091.0,0.7402436137199402
b4_reuse_n11_int7,eval/miou_1.0_class_building,207875.0,0.7499961853027344
b4_reuse_n11_int7,eval/miou_1.0_class_building,213530.0,0.7480952739715576
b4_reuse_n11_int7,eval/miou_1.0_class_building,219257.0,0.7488620281219482
b4_reuse_n11_int7,eval/miou_1.0_class_building,225040.0,0.7474572062492371
b4_reuse_n11_int7,eval/miou_1.0_class_object,176528.0,0.14859294891357422
b4_reuse_n11_int7,eval/miou_1.0_class_object,181987.0,0.15072929859161377
b4_reuse_n11_int7,eval/miou_1.0_class_object,185608.0,0.15147365629673004
b4_reuse_n11_int7,eval/miou_1.0_class_object,190655.0,0.14871442317962646
b4_reuse_n11_int7,eval/miou_1.0_class_object,196372.0,0.1499231606721878
b4_reuse_n11_int7,eval/miou_1.0_class_object,202091.0,0.14806422591209412
b4_reuse_n11_int7,eval/miou_1.0_class_object,207875.0,0.146360844373703
b4_reuse_n11_int7,eval/miou_1.0_class_object,213530.0,0.14909334480762482
b4_reuse_n11_int7,eval/miou_1.0_class_object,219257.0,0.14961807429790497
b4_reuse_n11_int7,eval/miou_1.0_class_object,225040.0,0.1486213207244873
b4_reuse_n11_int7,eval/miou_1.0_class_vegetation,176528.0,0.7548393607139587
b4_reuse_n11_int7,eval/miou_1.0_class_vegetation,181987.0,0.751162052154541
b4_reuse_n11_int7,eval/miou_1.0_class_vegetation,185608.0,0.7529399394989014
b4_reuse_n11_int7,eval/miou_1.0_class_vegetation,190655.0,0.7508460879325867
b4_reuse_n11_int7,eval/miou_1.0_class_vegetation,196372.0,0.7516034841537476
b4_reuse_n11_int7,eval/miou_1.0_class_vegetation,202091.0,0.7502520680427551
b4_reuse_n11_int7,eval/miou_1.0_class_vegetation,207875.0,0.7527486681938171
b4_reuse_n11_int7,eval/miou_1.0_class_vegetation,213530.0,0.7528727054595947
b4_reuse_n11_int7,eval/miou_1.0_class_vegetation,219257.0,0.7505643963813782
b4_reuse_n11_int7,eval/miou_1.0_class_vegetation,225040.0,0.7513219714164734
b4_reuse_n11_int7,eval/miou_1.0_class_trunk,176528.0,0.13977763056755066
b4_reuse_n11_int7,eval/miou_1.0_class_trunk,181987.0,0.14434760808944702
b4_reuse_n11_int7,eval/miou_1.0_class_trunk,185608.0,0.141383096575737
b4_reuse_n11_int7,eval/miou_1.0_class_trunk,190655.0,0.13807661831378937
